location,lat,lon,event_date,event_hour,is_weekend,arrivals,departures,total_movements,baseline_median,baseline_mad,baseline_n,ratio,robust_z,severity,direction
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,13,false,7,7,14,12.5,1.5,22,1.12,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,14,false,8,8,16,15.5,2.0,22,1.032,0.169,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,15,false,7,6,13,13.0,2.0,22,1.0,0.0,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,16,false,7,8,15,18.5,3.0,22,0.811,-0.787,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,17,false,7,6,13,13.5,1.5,22,0.963,-0.225,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,18,false,7,5,12,10.0,2.0,22,1.2,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,19,false,6,5,11,11.5,2.5,22,0.957,-0.135,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,20,false,4,2,6,6.5,1.5,22,0.923,-0.225,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,21,false,3,1,4,4.0,1.0,22,1.0,0.0,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,22,false,0,0,0,1.0,0.0,22,0.0,,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-28,23,false,3,0,3,2.0,0.5,22,1.5,1.349,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,0,false,1,0,1,1.0,1.0,22,1.0,0.0,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,6,false,4,4,8,8.0,1.0,22,1.0,0.0,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,7,false,8,5,13,12.0,3.0,22,1.083,0.225,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,8,false,9,6,15,14.0,1.0,22,1.071,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,9,false,5,10,15,15.5,2.0,22,0.968,-0.169,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,10,false,5,2,7,8.5,1.5,22,0.824,-0.674,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,11,false,7,3,10,10.5,2.5,22,0.952,-0.135,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,12,false,7,3,10,13.0,2.0,22,0.769,-1.012,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,13,false,7,4,11,12.5,1.5,22,0.88,-0.674,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,14,false,10,4,14,15.5,2.0,22,0.903,-0.506,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,15,false,4,6,10,13.0,2.0,22,0.769,-1.012,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,16,false,6,7,13,18.5,3.0,22,0.703,-1.237,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,17,false,5,10,15,13.5,1.5,22,1.111,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,18,false,5,4,9,10.0,2.0,22,0.9,-0.337,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,19,false,6,8,14,11.5,2.5,22,1.217,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,20,false,1,2,3,6.5,1.5,22,0.462,-1.574,LOW,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,21,false,3,0,3,4.0,1.0,22,0.75,-0.674,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,22,false,1,0,1,1.0,0.0,22,1.0,,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-29,23,false,2,0,2,2.0,0.5,22,1.0,0.0,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,0,false,0,0,0,1.0,1.0,22,0.0,-0.674,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,6,false,3,6,9,8.0,1.0,22,1.125,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,7,false,7,3,10,12.0,3.0,22,0.833,-0.45,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,8,false,8,7,15,14.0,1.0,22,1.071,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,9,false,6,12,18,15.5,2.0,22,1.161,0.843,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,10,false,5,4,9,8.5,1.5,22,1.059,0.225,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,11,false,5,7,12,10.5,2.5,22,1.143,0.405,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,12,false,8,3,11,13.0,2.0,22,0.846,-0.674,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,13,false,6,8,14,12.5,1.5,22,1.12,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,14,false,5,7,12,15.5,2.0,22,0.774,-1.18,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,15,false,7,7,14,13.0,2.0,22,1.077,0.337,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,16,false,6,11,17,18.5,3.0,22,0.919,-0.337,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,17,false,7,6,13,13.5,1.5,22,0.963,-0.225,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,18,false,2,8,10,10.0,2.0,22,1.0,0.0,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,19,false,5,6,11,11.5,2.5,22,0.957,-0.135,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,20,false,4,4,8,6.5,1.5,22,1.231,0.674,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,21,false,2,1,3,4.0,1.0,22,0.75,-0.674,NONE,DROP
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,22,false,1,0,1,1.0,0.0,22,1.0,,NONE,SURGE
Wellington Airport (WLG),-41.3272,174.8052,2026-04-30,23,false,2,0,2,2.0,0.5,22,1.0,0.0,NONE,SURGE
